"tweet_id";"screen_name";"created_at";"text"
"1122316770402897921";"usahawanelite";"2019-04-28 01:49:04";"RT @asia_newstoday: Sri Lanka bans groups suspected to be behind attacks, ringleader’s relatives wounded https://t.co/c8TH0ifkvC #News #Wor…"
"1122316771543805952";"usahawanelite";"2019-04-28 01:49:04";"RT @asia_newstoday: Huawei leak scandal rocks Britain’s bickering government https://t.co/GuOEXi2E8C #Business #News https://t.co/q3M9dwzdzA"
"1122316772714004480";"usahawanelite";"2019-04-28 01:49:04";"RT @asia_newstoday: Report: Ghosn’s trial to be delayed possibly until next year https://t.co/LPFH4TGNpA #Business #News https://t.co/TXreI…"
"1122316781870206978";"kaz_pan";"2019-04-28 01:49:07";"RT @721550: ?????????
???????????????
(??????)

????????????????????
??????4????
???????????????????????
#KEIICHIRO 
#NEWS
#WORLDISTA 
#WORLDISTA2019LIVETOUR"
"1122316793614176256";"1206trip";"2019-04-28 01:49:09";"WORLDISTA ??????

????? 4/28 2?

1???????????????????????????????
????????????????
????????????????????????????????… https://t.co/7N9CFYC3Lx"
"1122316801470124032";"SexyZoneLOVEkt";"2019-04-28 01:49:11";"RT @cha3cha3news: ??????????????????????
???????????????????????????
????????????????????????????????????????
#NEWS
#WORLDISTA https://t.co…"
"1122316801587605504";"PatriotGinger";"2019-04-28 01:49:11";"RT @Maximus_4EVR: #News Arizona Republicans to Eliminate Red-Light Cameras https://t.co/SofsATHZOk via @EnglishHals 

Call AZ Senators and…"
"1122316805970644992";"esmeral78847070";"2019-04-28 01:49:12";"??????????????????????????????????????????????????????????????????????????????????????????????????????
#NEWS?"
"1122316832809963520";"r5HJ1zlC0VRFMhu";"2019-04-28 01:49:19";"????????????

????????????????????????

#???? #news

https://t.co/7OwjRMu18Q"
"1122316843966971906";"canadanewsmedia";"2019-04-28 01:49:21";"(Biologists Find Nearly 196,000 Virus Species in Earth's Oceans | Biology - https://t.co/C4OJSwvczb) #news… https://t.co/p0AOF1FZBy"
"1122316851097288704";"anameiry2";"2019-04-28 01:49:23";"RT @MafiadaCL: #News Claudia Leitte prepara novidades para os próximos meses. https://t.co/xwHobTwSXE https://t.co/yW9XwCZCAC"
"1122316876153966592";"__________myno1";"2019-04-28 01:49:29";"RT @_tk86: ??
????
   ???  ??????????????????   ??? 

???????
???????
?????? #NEWS??????? #???????????????????????????????????? https://t.c…"
"1122316880704753664";"suuuu711";"2019-04-28 01:49:30";"RT @sg_ak_8: ????????
(?)4/28 2? 2?

???????????????????????????????????

??????????????????????????????????????????????

27? ??? ???
#NEWS…"
"1122316940201086976";"Adeptus";"2019-04-28 01:49:44";"RT @barrybutler9: Springtime in Chicago.  Saturday on Michigan Avenue. #snow #weather #news #ilwx #weather https://t.co/ahzYEwJLlP"
"1122316945208963073";"judedavid21";"2019-04-28 01:49:46";"RT @VarniitNigam: @judedavid21 @SpokespersonECI @ECISVEEP @IndINDIANARMY @crpfindia @IASassociation @rashtrapatibhvn @thewire_in After Fals…"
"1122316957372403712";"Aki_akatsuki_TM";"2019-04-28 01:49:48";"?????????? ??
?????????? ??

???????????????????????????????????????????????

?????????????????????

??????????????… https://t.co/Qot20T8tKv"
"1122316963298983937";"vanessajeanne";"2019-04-28 01:49:50";"RT @barrybutler9: Springtime in Chicago.  Saturday on Michigan Avenue. #snow #weather #news #ilwx #weather https://t.co/ahzYEwJLlP"
"1122316964943282176";"BHHSBaseball";"2019-04-28 01:49:50";"RT @HendrickenHawks: #NEWS: For the third time in the past four years, Bishop Hendricken's Academic Decathlon team has placed 2nd nationall…"
"1122316969619779584";"kaz_pan";"2019-04-28 01:49:51";"RT @tqttq_macchu: ??????????????????????????????????????
??????????????( ;?; )
????????( ;?; )

#??????
#NEWS https://t.co/VRWuK5ZkHg"
"1122316970039209985";"kaz_pan";"2019-04-28 01:49:51";"RT @chii89lov: ??2???
????????????

???????????????????????

???????????
???????????
???????????

??????????????????

#NEWS #WORLDISTA??"
"1122316971574317056";"yua_yagen621";"2019-04-28 01:49:52";"RT @tetetei5: ??????????????????????
???? ? ???
?????????????????

#NEWS
#???? https://t.co/3Hgisfg7aF"
"1122316982953492480";"kaz_pan";"2019-04-28 01:49:55";"RT @phimawari1: ????????????????????
??????????????

#?????? #???? #NEWS 

Hey! Say! JUMP?????NEWS???“???”????????????? https://t.co/0gThbMRyyj"
"1122316984744460288";"nanamin__0";"2019-04-28 01:49:55";"RT @livedoornews: ?????#??????????? #zopp ?????????????????????
https://t.co/OKLeqWPnjd

#NEWS #SexyZone #?????WEST ???????????????????????…"
"1122316986330025984";"rnalytics";"2019-04-28 01:49:55";"RT @DavidWhinray: How Artificial Intelligence Is Reviving the Airline Industry’s Approach to Experiential Marketing https://t.co/erdVXHipIn…"
"1122316999365775361";"kaz_pan";"2019-04-28 01:49:58";"RT @marukan1192: ???????????

#HeySayJUMP #???? #WILD
#NEWS #??????

Hey!Say!JUMP?????NEWS???“???”????????????? | ORICON NEWS https://t.co/…"
"1122316999944589312";"mass_pyon_pyon";"2019-04-28 01:49:59";"RT @tqttq_macchu: ??????????????????????????????????????
??????????????( ;?; )
????????( ;?; )

#??????
#NEWS https://t.co/VRWuK5ZkHg"
"1122317005166657537";"thai_newstoday";"2019-04-28 01:50:00";"Sudan signs $200 mln loan with Kuwait-based fund  https://t.co/RzyJn2oAtz #News #ThailandNews https://t.co/9DDnBRMlB6"
"1122317009461473280";"HappyWi09332105";"2019-04-28 01:50:01";"Luar Biasa! Fans K-Pop Indonesia Menggalang Dana Untuk Korban Gempa Palu https://t.co/lZvUuzPYjS

#viral #video… https://t.co/cRentkdwT9"
"1122317017225150464";"boulderbusiness";"2019-04-28 01:50:03";"#News #Schools - PeerSafe App discussed on The Security Brief with @paulviollis #podcast at 31:00
155: Empowering O… https://t.co/TRj8jYzMQZ"
"1122317017770446849";"lifeandcitycom";"2019-04-28 01:50:03";"???? #News #CrimeNews #dead San Diego Synagogue Shooting Leaves One Dead https://t.co/1zBiYssbcW"
"1122317017917329414";"FreieWeltEu";"2019-04-28 01:50:03";"Kommentar zu BVB - Schalke: Dortmund nicht meisterwürdig - SPORT1
 #ausland #news
 https://t.co/KSLK510I4a"
"1122317017933967360";"ots_polizei";"2019-04-28 01:50:03";"POL-HBPP: Gewässerverunreinigung auf dem Rhein https://t.co/esMbJSSFN2 #ots #polizei #news"
"1122317018915586049";"FreieWeltEu";"2019-04-28 01:50:03";"Sri Lanka: Milliardär überrascht bei Trauermarsch für die toten Kinder - Polizei mit schrecklichem Fund | Politik -… https://t.co/6jq7QZ3Ape"
"1122317021411201025";"FreieWeltEu";"2019-04-28 01:50:04";"Ukraine-Konflikt: Putins provozierende Pass-Pläne - https://t.co/gpBRWRayKr
 #ausland #news
 https://t.co/awgDeh7WYg"
"1122317022321422336";"FreieWeltEu";"2019-04-28 01:50:04";"Palmer wehrt sich gegen „Meinungstyrannen“ - FAZ - Frankfurter Allgemeine Zeitung
 #ausland #news
 https://t.co/aeiEWrQ9nm"
"1122317023231520769";"FreieWeltEu";"2019-04-28 01:50:04";"Oldie oder Goldie: Taugt das Samsung Galaxy S7 noch was? - AndroidPIT
 #ausland #news
 https://t.co/bMb9Jjlg8r"
"1122317019955830784";"FreieWeltEu";"2019-04-28 01:50:03";"Prinz William und Kate: Nach bösen Fremdgeh-Gerüchten - So prunkvoll wohnt die „verdächtigte“ Nachbarin | Stars -… https://t.co/YMAh5k0mmm"
"1122317027694137344";"kaz_pan";"2019-04-28 01:50:05";"RT @tqttq_macchu: ???????????????”??”??????????????

 (´???)???????????????????

#????
#NEWS https://t.co/u6ksPfLv0Q"
"1122317037852692480";"c9x7_11";"2019-04-28 01:50:08";"RT @sg_ak_8: ????????
(?)4/28 2? 2?

???????????????????????????????????

??????????????????????????????????????????????

27? ??? ???
#NEWS…"
"1122317040994230272";"keichan_news";"2019-04-28 01:50:08";"??????NEWS LIVE TOUR2019 WORLDISTA
????? 5?25?1?1??2???
                   5?26?1?1??2???
                   ??????… https://t.co/jlvhFcvUEa"
"1122317048518860800";"dayplusinfo";"2019-04-28 01:50:10";"Amazon?????????????????????? ????????????https://t.co/l9mCvc5L4o? | DayPlus - https://t.co/p34WPmIsjZ #news #???? #IT????"
"1122317056680947712";"Jufffrieee";"2019-04-28 01:50:12";"Ya dan Hahaha ????????#instaplace #place #world #asia #southeastasia #indonesia #jakarta #centraljakarta #senayan… https://t.co/hxhrA7WtaV"
"1122317061424807936";"isacrist53";"2019-04-28 01:50:13";"RT @Jojotoweb: El metro de Ccas ayer con falla y esto sucede a diario, el sistema está totalmente abandonado, a oscuras, escaleras mecánica…"
"1122317063605764096";"dayplusinfo";"2019-04-28 01:50:14";"?????????????????????...???????????????????Business Journal? | DayPlus - https://t.co/A7Q6tLLDBQ #news #???? #??"
"1122317069117284353";"ofnalcara";"2019-04-28 01:50:15";"RT @MayureeNin: ????????????????????????????????????????????????????????????????????????????
#Thailand #thailandnews #Technology #News #Sol…"
"1122317079791587328";"dayplusinfo";"2019-04-28 01:50:18";"????????“?????????”??????????? | DayPlus - https://t.co/n0vy6X5FXv #news #???? #???????"
"1122317082282954752";"woo_hyun_9128";"2019-04-28 01:50:18";"RT @Official_IFNT: [#INFINITE] #??? #Jang_Dong_Woo 1st Mini Album #Bye 
Track List ????

#I_AM #NEWS #GUN #ROMEO #Party_Girl #PERFECT #Somethi…"
"1122317093670514688";"1073siva";"2019-04-28 01:50:21";"RT @tqttq_macchu: ??????????????????????????????????????
??????????????( ;?; )
????????( ;?; )

#??????
#NEWS https://t.co/VRWuK5ZkHg"
"1122317098229702656";"dayplusinfo";"2019-04-28 01:50:22";"?????GW?“????”?????????????????????????? | DayPlus - https://t.co/TIjbyhAQlj #news #???? #????"
"1122317124800741377";"nairapark";"2019-04-28 01:50:28";"#Nigeria #news #transportation - Flooding: #Lagos residents seek FG's intervention over rail line construction https://t.co/XF223JwJEJ"
"1122317133185044480";"kaz_pan";"2019-04-28 01:50:30";"RT @komateka0915: ???????????????????????( ^?^)

#NEWS #??????
#WORLDISTA  
#LoveStory?????

https://t.co/CafYRUIOCk"
"1122317135106023425";"__________myno1";"2019-04-28 01:50:31";"RT @taka___msd: ????????????????????

""?????? ????????""

?JK?
??????
??????
???100?

??????????????

#????????????????????????????????????…"
"1122317140323733505";"HelloNewsSite";"2019-04-28 01:50:32";"RT @lifeandcitycom: ???? #News #CrimeNews #dead San Diego Synagogue Shooting Leaves One Dead https://t.co/1zBiYssbcW"
"1122317140734775296";"7Rin27_news";"2019-04-28 01:50:32";"RT @_shige_hachi_: NEWS LIVE TOUR WORLDISTA

???
??4?28?(?) 2? 2?
??????????

??????

?????????????????????????????????????????????????????…"
"1122317140877426688";"asia_newstoday";"2019-04-28 01:50:32";"RT @asia_newstoday: Guardiola: City, Liverpool have set new Premier League standards https://t.co/n94rNxRaXx #News #Sports https://t.co/tiv…"
"1122317142223802368";"asia_newstoday";"2019-04-28 01:50:33";"RT @asia_newstoday: Nishikori battles into Barcelona semis https://t.co/KDr8I7Pa6d #News #Sports https://t.co/g1aLs4gP56"
"1122317143431733248";"asia_newstoday";"2019-04-28 01:50:33";"RT @asia_newstoday: Pentagon to send more troops to Mexico border, some in contact with migrants https://t.co/jckMcRLanR #News #World https…"
"1122317145851850752";"asia_newstoday";"2019-04-28 01:50:33";"RT @asia_newstoday: Trump says he welcomes Russia, China ‘helping us’ on N. Korea https://t.co/pjLzwGGtwU #News #World https://t.co/DcwMXo0…"
"1122317147441491969";"asia_newstoday";"2019-04-28 01:50:34";"RT @asia_newstoday: Prepare for power, Spain’s party leaders tell supporters as vote campaign ends https://t.co/1CgerJDNbZ #News #World htt…"
"1122317148779474944";"asia_newstoday";"2019-04-28 01:50:34";"RT @asia_newstoday: UN to probe sex-for-food aid allegations after Mozambique’s Cyclone Idai https://t.co/vnUhtLGGBT #News #World https://t…"
